date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:16:12	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/new%20web/legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfontd41dd41d.eot	(from https://legalfx.net/font-awesome-4.7.0/css/font-awesome.css)
22:16:14	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/new%20web/legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://legalfx.net/font-awesome-4.7.0/css/font-awesome.css)
22:16:14	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/new%20web/legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://legalfx.net/font-awesome-4.7.0/css/font-awesome.css)
22:16:16	126914/126914	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/abouta.png	C:/My%20Web%20Sites/new%20web/legalfx.net/images/abouta.png	(from https://legalfx.net/?a=cust&page=about-us)
22:16:18	296741/296741	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/aboutc.png	C:/My%20Web%20Sites/new%20web/legalfx.net/images/aboutc.png	(from https://legalfx.net/?a=cust&page=about-us)
22:16:18	66567/66567	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/rules.png	C:/My%20Web%20Sites/new%20web/legalfx.net/images/rules.png	(from https://legalfx.net/?a=faq)
22:16:20	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/new%20web/legalfx.net/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://legalfx.net/font-awesome-4.7.0/css/font-awesome.css)
22:16:20	43163/43163	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/rules.jpg	C:/My%20Web%20Sites/new%20web/legalfx.net/images/rules.jpg	(from https://legalfx.net/?a=rules)
22:16:20	10492/10492	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2021:16:20%20GMT	https://legalfx.net/?a=forgot_password	C:/My%20Web%20Sites/new%20web/legalfx.net/index8083.html	(from https://legalfx.net/?a=faq)
22:16:21	32102/32102	---MC-	200	added ('OK')	text/html	date:Fri,%2010%20Mar%202023%2021:16:22%20GMT	https://legalfx.net/?a=deposit	C:/My%20Web%20Sites/new%20web/legalfx.net/index2017.html	(from https://legalfx.net/?a=cust&page=about-us)
22:16:21	97363/97363	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/contact.png	C:/My%20Web%20Sites/new%20web/legalfx.net/images/contact.png	(from https://legalfx.net/?a=support)
22:16:21	6303/6303	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Oct%202022%2000:34:59%20GMT	https://legalfx.net/images/news.png	C:/My%20Web%20Sites/new%20web/legalfx.net/images/news.png	(from https://legalfx.net/)
